0.0505,1.68
0.051,1.76
0.052,2
0.053,2.08
0.054,2.24
0.055,2.4
0.056,2.56
0.057,2.64
0.058,2.88
0.059,2.96
0.06,3.12
0.061,3.2
0.062,3.44
0.063,3.52
0.064,3.6
0.065,3.76
0.066,3.84
0.067,4.08
0.068,4.24
0.069,4.32
0.07,4.48
0.071,4.56
0.072,4.72
0.073,4.8
0.074,4.88
0.075,5.04
0.076,5.12
0.077,5.2
0.078,5.36
0.079,5.52
0.08,5.52
0.081,5.68
0.082,5.76
0.083,5.84
0.084,5.92
0.085,6.08
0.086,6.08
0.087,6.16
0.088,6.24
0.089,6.4
0.09,6.48
0.092,6.64
0.094,6.8
0.096,6.8
0.098,7.04
0.1,7.2
0.1025,7.44
0.105,7.52
0.1075,7.76
0.11,7.92
0.115,8.16
0.12,8.4
0.125,8.72
0.13,8.8
0.135,9.12
0.14,9.28
0.15,9.68
0.16,10
0.17,10.3
0.18,10.5
0.19,10.6
0.2,11
0.21,11.2
0.22,11.3
0.24,11.5
0.27,11.8
0.3,12.1
0.35,12.5
0.5,12.8
0.55,13
0.75,13.1
